group_name,group_level,strata_name,strata_level,variable,variable_level,variable_type,estimate_type,estimate,cdm_name,result_type
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,number_eras,NA,numeric,q95,6,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,number_eras,NA,numeric,max,29,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,number_eras,NA,numeric,mean,2.19946020670134,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,number_eras,NA,numeric,sd,2.16409803711977,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,number_eras,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,number_eras,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,impute_daily_dose_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,impute_daily_dose_percentage,NA,numeric,q05,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,impute_daily_dose_percentage,NA,numeric,q25,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,impute_daily_dose_percentage,NA,numeric,median,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,impute_daily_dose_percentage,NA,numeric,q75,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,impute_daily_dose_percentage,NA,numeric,q95,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,impute_daily_dose_percentage,NA,numeric,max,100,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,impute_daily_dose_percentage,NA,numeric,mean,0.184685376575311,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,impute_daily_dose_percentage,NA,numeric,sd,3.95389930553106,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,impute_daily_dose_percentage,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,impute_daily_dose_percentage,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,initial_daily_dose_milligram,NA,numeric,min,0.666666666666667,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,initial_daily_dose_milligram,NA,numeric,q05,10,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,initial_daily_dose_milligram,NA,numeric,q25,10,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,initial_daily_dose_milligram,NA,numeric,median,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,initial_daily_dose_milligram,NA,numeric,q75,40,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,initial_daily_dose_milligram,NA,numeric,q95,40,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,initial_daily_dose_milligram,NA,numeric,max,500,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,initial_daily_dose_milligram,NA,numeric,mean,24.2311430969979,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,initial_daily_dose_milligram,NA,numeric,sd,16.0326343537343,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,initial_daily_dose_milligram,NA,numeric,count_missing,23,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,initial_daily_dose_milligram,NA,numeric,percentage_missing,0.151405437430057,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,cumulative_dose_milligram,NA,numeric,min,5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,cumulative_dose_milligram,NA,numeric,q05,300,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,cumulative_dose_milligram,NA,numeric,q25,1200,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,cumulative_dose_milligram,NA,numeric,median,3080,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,cumulative_dose_milligram,NA,numeric,q75,7200,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,cumulative_dose_milligram,NA,numeric,q95,21600,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,cumulative_dose_milligram,NA,numeric,max,112800,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,cumulative_dose_milligram,NA,numeric,mean,5673.00316925543,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,cumulative_dose_milligram,NA,numeric,sd,7823.61876419247,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,cumulative_dose_milligram,NA,numeric,count_missing,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Female,cumulative_dose_milligram,NA,numeric,percentage_missing,0.131656902113093,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number subjects,NA,numeric,count,13073,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number records,NA,NA,count,13073,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,duration,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,duration,NA,numeric,q05,29,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,duration,NA,numeric,q25,86,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,duration,NA,numeric,median,131,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,duration,NA,numeric,q75,314,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,duration,NA,numeric,q95,771.4,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,duration,NA,numeric,max,1459,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,duration,NA,numeric,mean,237.778704199495,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,duration,NA,numeric,sd,260.910660212552,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,duration,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,duration,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_exposures,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_exposures,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_exposures,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_exposures,NA,numeric,median,2,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_exposures,NA,numeric,q75,5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_exposures,NA,numeric,q95,13,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_exposures,NA,numeric,max,52,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_exposures,NA,numeric,mean,4.08460185114358,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_exposures,NA,numeric,sd,4.85852818038632,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_exposures,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_exposures,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_quantity,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_quantity,NA,numeric,q05,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_quantity,NA,numeric,q25,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_quantity,NA,numeric,median,180,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_quantity,NA,numeric,q75,360,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_quantity,NA,numeric,q95,810,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_quantity,NA,numeric,max,1980,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_quantity,NA,numeric,mean,253.913209857646,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_quantity,NA,numeric,sd,275.411830178126,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_quantity,NA,numeric,count_missing,7,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_quantity,NA,numeric,percentage_missing,0.0535454754073281,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_quantity,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_quantity,NA,numeric,q05,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_quantity,NA,numeric,q25,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_quantity,NA,numeric,median,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_quantity,NA,numeric,q75,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_quantity,NA,numeric,q95,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_quantity,NA,numeric,max,540,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_quantity,NA,numeric,mean,66.9879831611175,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_quantity,NA,numeric,sd,34.3349164934486,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_quantity,NA,numeric,count_missing,8,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_quantity,NA,numeric,percentage_missing,0.0611948290369464,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_duration_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_duration_percentage,NA,numeric,q05,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_duration_percentage,NA,numeric,q25,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_duration_percentage,NA,numeric,median,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_duration_percentage,NA,numeric,q75,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_duration_percentage,NA,numeric,q95,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_duration_percentage,NA,numeric,max,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_duration_percentage,NA,numeric,mean,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_duration_percentage,NA,numeric,sd,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_duration_percentage,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_duration_percentage,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_eras,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_eras,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_eras,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_eras,NA,numeric,median,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_eras,NA,numeric,q75,3,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_eras,NA,numeric,q95,7,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_eras,NA,numeric,max,31,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_eras,NA,numeric,mean,2.28310257783217,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_eras,NA,numeric,sd,2.27650372243135,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_eras,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,number_eras,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_daily_dose_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_daily_dose_percentage,NA,numeric,q05,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_daily_dose_percentage,NA,numeric,q25,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_daily_dose_percentage,NA,numeric,median,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_daily_dose_percentage,NA,numeric,q75,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_daily_dose_percentage,NA,numeric,q95,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_daily_dose_percentage,NA,numeric,max,100,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_daily_dose_percentage,NA,numeric,mean,0.0847107964831517,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_daily_dose_percentage,NA,numeric,sd,2.57110976113436,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_daily_dose_percentage,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,impute_daily_dose_percentage,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_daily_dose_milligram,NA,numeric,min,0.714285714285714,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_daily_dose_milligram,NA,numeric,q05,10,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_daily_dose_milligram,NA,numeric,q25,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_daily_dose_milligram,NA,numeric,median,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_daily_dose_milligram,NA,numeric,q75,40,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_daily_dose_milligram,NA,numeric,q95,40,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_daily_dose_milligram,NA,numeric,max,240,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_daily_dose_milligram,NA,numeric,mean,27.012890849434,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_daily_dose_milligram,NA,numeric,sd,16.4590773105259,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_daily_dose_milligram,NA,numeric,count_missing,8,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,initial_daily_dose_milligram,NA,numeric,percentage_missing,0.0611948290369464,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_dose_milligram,NA,numeric,min,5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_dose_milligram,NA,numeric,q05,300,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_dose_milligram,NA,numeric,q25,1280,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_dose_milligram,NA,numeric,median,3600,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_dose_milligram,NA,numeric,q75,7200,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_dose_milligram,NA,numeric,q95,24190,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_dose_milligram,NA,numeric,max,100240,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_dose_milligram,NA,numeric,mean,6413.66057231788,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_dose_milligram,NA,numeric,sd,8636.65203153148,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_dose_milligram,NA,numeric,count_missing,7,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,60 to 79 and Male,cumulative_dose_milligram,NA,numeric,percentage_missing,0.0535454754073281,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number subjects,NA,numeric,count,3691,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number records,NA,NA,count,3691,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,duration,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,duration,NA,numeric,q05,12.5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,duration,NA,numeric,q25,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,duration,NA,numeric,median,157,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,duration,NA,numeric,q75,332,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,duration,NA,numeric,q95,797.5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,duration,NA,numeric,max,1460,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,duration,NA,numeric,mean,250.618260633975,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,duration,NA,numeric,sd,267.355515334429,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,duration,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,duration,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_exposures,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_exposures,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_exposures,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_exposures,NA,numeric,median,2,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_exposures,NA,numeric,q75,5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_exposures,NA,numeric,q95,14,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_exposures,NA,numeric,max,54,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_exposures,NA,numeric,mean,4.32890815497155,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_exposures,NA,numeric,sd,5.42923695896604,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_exposures,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_exposures,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,cumulative_quantity,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,cumulative_quantity,NA,numeric,q05,28,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,cumulative_quantity,NA,numeric,q25,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,cumulative_quantity,NA,numeric,median,180,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,cumulative_quantity,NA,numeric,q75,360,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,cumulative_quantity,NA,numeric,q95,895.799999999999,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,cumulative_quantity,NA,numeric,max,1980,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,cumulative_quantity,NA,numeric,mean,269.995527243155,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,cumulative_quantity,NA,numeric,sd,293.592218056453,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,cumulative_quantity,NA,numeric,count_missing,2,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,cumulative_quantity,NA,numeric,percentage_missing,0.0541858574911948,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,initial_quantity,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,initial_quantity,NA,numeric,q05,10,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,initial_quantity,NA,numeric,q25,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,initial_quantity,NA,numeric,median,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,initial_quantity,NA,numeric,q75,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,initial_quantity,NA,numeric,q95,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,initial_quantity,NA,numeric,max,360,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,initial_quantity,NA,numeric,mean,67.6324566160521,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,initial_quantity,NA,numeric,sd,34.6856668201994,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,initial_quantity,NA,numeric,count_missing,3,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,initial_quantity,NA,numeric,percentage_missing,0.0812787862367922,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,impute_duration_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,impute_duration_percentage,NA,numeric,q05,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,impute_duration_percentage,NA,numeric,q25,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,impute_duration_percentage,NA,numeric,median,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,impute_duration_percentage,NA,numeric,q75,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,impute_duration_percentage,NA,numeric,q95,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,impute_duration_percentage,NA,numeric,max,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,impute_duration_percentage,NA,numeric,mean,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,impute_duration_percentage,NA,numeric,sd,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,impute_duration_percentage,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,impute_duration_percentage,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_eras,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_eras,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_eras,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_eras,NA,numeric,median,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_eras,NA,numeric,q75,3,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_eras,NA,numeric,q95,6,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_eras,NA,numeric,max,25,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_eras,NA,numeric,mean,2.20373882416689,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_eras,NA,numeric,sd,2.1210513068127,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,80 to 150 and Female,number_eras,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
